business_code,cust_number,name_customer,due_in_date,total_open_amount,isOpen,due_day,due_month,document_create_date_day,document_create_date_month,clear_date_day,clear_date_month,due_week_day,clear_week_day,delay_day,delay_month,payment_term_new
1,908,4067,2019-12-18,1886.25,0,18,12,3,12,16.0,12.0,2,0.0,-2.0,0.0,234
1,908,4065,2020-03-09,72676.52,0,9,3,22,2,3.0,4.0,0,4.0,25.0,1.0,234
1,660,3943,2019-11-19,10506.47,0,19,11,18,10,20.0,11.0,1,2.0,1.0,0.0,832
5,1088,1722,2019-07-16,15872.69,0,16,7,1,6,24.0,10.0,1,3.0,100.0,3.0,440
1,982,2177,2020-04-12,11136.36,1,12,4,26,3,,,6,,,,98
1,594,3684,2020-02-15,22114.26,0,15,2,31,1,18.0,2.0,5,1.0,3.0,0.0,98
5,1088,1724,2020-02-24,21403.91,0,24,2,10,1,22.0,3.0,0,6.0,27.0,1.0,440
1,641,2987,2019-06-23,22602.24,0,23,6,5,6,24.0,6.0,6,0.0,1.0,0.0,98
0,406,2583,2020-04-18,43367.235,1,18,4,8,4,,,5,,,,310
1,891,584,2020-04-21,10988.58,1,21,4,6,4,,,1,,,,156
0,405,2306,2020-05-21,165074.61000000002,1,21,5,10,5,,,3,,,,310
5,1085,1716,2019-11-09,11711.26,0,9,11,25,9,11.0,1.0,5,4.0,-302.0,-10.0,440
1,928,543,2019-08-29,18224.88,0,29,8,13,8,30.0,8.0,3,4.0,1.0,0.0,98
1,757,1122,2019-12-10,482.72,0,10,12,6,11,21.0,11.0,1,3.0,-19.0,-1.0,100
1,986,845,2019-09-21,16543.84,0,21,9,4,9,20.0,9.0,5,4.0,-1.0,0.0,110
1,827,3708,2019-12-13,26636.58,0,13,12,26,11,13.0,12.0,4,4.0,0.0,0.0,98
1,891,585,2020-06-24,6013.98,1,24,6,18,4,,,2,,,,220
1,737,3915,2019-08-15,3995.06,0,15,8,25,7,15.0,8.0,3,3.0,0.0,0.0,98
1,976,3908,2019-12-06,25317.22,0,6,12,21,11,12.0,9.0,4,3.0,-85.0,-3.0,98
1,698,4001,2019-04-07,35017.5,0,7,4,26,3,4.0,5.0,6,5.0,27.0,1.0,810
1,806,425,2019-12-04,584.3,0,4,12,19,11,12.0,5.0,2,6.0,-206.0,-7.0,98
1,757,1127,2020-04-27,19549.09,1,27,4,26,3,,,0,,,,832
1,1098,2122,2019-11-05,11398.8,0,5,11,5,11,20.0,12.0,1,4.0,45.0,1.0,532
1,908,4070,2020-01-25,50180.34,0,25,1,10,1,21.0,1.0,5,1.0,-4.0,0.0,234
1,203,1814,2019-12-20,15546.68,0,20,12,5,12,17.0,12.0,4,1.0,-3.0,0.0,98
0,406,2585,2019-01-15,68725.68000000001,0,15,1,3,1,15.0,1.0,1,1.0,0.0,0.0,310
1,1001,979,2019-11-11,6667.27,0,11,11,6,11,11.0,8.0,0,6.0,-92.0,-3.0,242
1,891,576,2019-10-25,633.42,0,25,10,20,8,28.0,10.0,4,0.0,3.0,0.0,220
1,751,3093,2020-04-13,66274.65,1,13,4,29,3,,,0,,,,98
1,891,575,2019-12-28,101979.36,0,28,12,11,12,30.0,12.0,5,0.0,2.0,0.0,156
1,908,4067,2020-03-29,6285.81,1,29,3,13,3,,,6,,,,234
0,405,2305,2019-09-10,214199.7975,0,10,9,30,8,13.0,9.0,1,4.0,3.0,0.0,310
1,908,4071,2019-12-11,18297.9,0,11,12,26,11,12.0,10.0,2,5.0,-60.0,-2.0,234
1,1098,2123,2019-04-23,4323.24,0,23,4,19,4,31.0,5.0,1,4.0,38.0,1.0,532
1,600,989,2019-02-24,197.76,0,24,2,5,2,15.0,2.0,6,4.0,-9.0,0.0,244
1,802,378,2020-04-07,27102.2,1,7,4,20,3,,,1,,,,98
1,890,1622,2019-08-09,61631.29,0,9,8,25,7,8.0,8.0,4,3.0,-1.0,0.0,98
1,1095,2113,2019-09-28,49832.64,0,28,9,22,8,27.0,9.0,5,4.0,-1.0,0.0,212
1,885,3263,2019-09-10,34740.81,0,10,9,26,8,9.0,11.0,1,5.0,60.0,2.0,234
0,407,856,2019-05-28,4953.112499999999,0,28,5,14,5,24.0,5.0,1,4.0,-4.0,0.0,310
1,885,3267,2019-05-26,15725.29,0,26,5,10,5,29.0,5.0,6,2.0,3.0,0.0,234
1,757,1127,2020-02-14,1466.39,0,14,2,29,1,14.0,2.0,4,4.0,0.0,0.0,98
1,147,2751,2019-12-03,32203.99,0,3,12,17,11,26.0,11.0,1,1.0,-7.0,-1.0,98
1,763,3449,2019-05-08,99768.44,0,8,5,23,4,5.0,8.0,2,0.0,89.0,3.0,98
1,686,510,2019-09-24,96073.09,0,24,9,8,9,24.0,9.0,1,1.0,0.0,0.0,98
1,1001,981,2019-06-11,6518.9,0,11,6,11,6,6.0,11.0,1,2.0,148.0,5.0,242
5,366,837,2020-03-04,7073.99,0,4,3,31,12,3.0,5.0,2,6.0,60.0,2.0,390
1,994,2514,2019-08-19,65100.42,0,19,8,3,8,19.0,8.0,0,0.0,0.0,0.0,98
1,703,994,2019-09-26,17173.76,0,26,9,19,9,24.0,9.0,3,1.0,-2.0,0.0,242
1,721,2899,2019-05-14,27051.2,0,14,5,27,4,5.0,10.0,1,5.0,144.0,5.0,98
1,132,1015,2019-03-20,15632.33,0,20,3,5,3,22.0,3.0,2,4.0,2.0,0.0,98
0,392,3316,2019-11-18,41167.0725,0,18,11,7,11,20.0,11.0,0,2.0,2.0,0.0,310
1,633,135,2020-05-19,5728.95,1,19,5,4,5,,,1,,,,98
1,908,4072,2019-04-18,9017.36,0,18,4,3,4,19.0,4.0,3,4.0,1.0,0.0,234
0,405,2306,2019-05-11,88725.6975,0,11,5,24,4,5.0,10.0,5,5.0,147.0,5.0,310
1,757,1130,2019-12-14,1534.93,0,14,12,11,11,25.0,11.0,5,0.0,-19.0,-1.0,100
1,30,179,2019-12-23,10511.1,0,23,12,2,12,12.0,10.0,0,5.0,-72.0,-2.0,201
1,1009,3462,2019-12-07,92257.42,0,7,12,21,11,12.0,9.0,5,3.0,-86.0,-3.0,98
1,703,991,2019-08-08,54.0,0,8,8,24,7,8.0,1.0,3,1.0,-212.0,-7.0,244
5,385,798,2019-08-16,42310.0,0,16,8,15,6,19.0,8.0,4,0.0,3.0,0.0,390
1,908,4068,2020-04-05,4341.39,1,5,4,21,3,,,6,,,,234
5,1092,2112,2019-07-30,42533.8,0,30,7,13,6,30.0,8.0,1,4.0,31.0,1.0,440
1,753,4032,2019-11-06,40416.09,0,6,11,20,10,12.0,6.0,2,2.0,-147.0,-5.0,98
1,538,54,2019-09-20,3451.25,0,20,9,21,8,18.0,9.0,4,2.0,-2.0,0.0,205
1,764,3054,2020-02-02,18521.5,0,2,2,18,1,2.0,3.0,6,0.0,29.0,1.0,98
1,543,1960,2020-03-23,1779.23,1,23,3,3,3,,,0,,,,201
1,757,1125,2019-09-30,25690.99,0,30,9,29,8,30.0,9.0,0,0.0,0.0,0.0,832
1,908,4067,2019-06-26,51861.58,0,26,6,10,6,24.0,6.0,2,0.0,-2.0,0.0,234
1,151,4126,2020-05-03,26044.2,1,3,5,21,4,,,6,,,,810
1,908,4066,2019-09-02,22459.04,0,2,9,16,8,9.0,4.0,0,1.0,-146.0,-5.0,234
1,908,4064,2019-08-27,47664.16,0,27,8,10,8,22.0,8.0,1,3.0,-5.0,0.0,234
1,600,992,2019-11-08,994.43,0,8,11,18,10,11.0,1.0,4,4.0,-301.0,-10.0,244
1,990,3943,2019-11-02,47301.17,0,2,11,16,10,11.0,4.0,5,3.0,-205.0,-7.0,98
1,595,756,2019-01-15,10316.96,0,15,1,31,12,15.0,1.0,1,1.0,0.0,0.0,98
1,936,2546,2020-02-20,1026.1,0,20,2,4,2,20.0,2.0,3,3.0,0.0,0.0,98
1,636,2328,2019-05-15,12471.5,0,15,5,11,4,16.0,5.0,2,3.0,1.0,0.0,260
1,852,3779,2019-03-02,18265.07,0,2,3,15,2,3.0,7.0,5,2.0,123.0,4.0,98
1,633,130,2020-04-19,1209.6,0,19,4,12,2,3.0,2.0,6,0.0,-76.0,-2.0,220
1,908,4064,2019-05-03,15145.99,0,3,5,17,4,30.0,4.0,4,1.0,-3.0,-1.0,234
1,674,2176,2019-08-02,60589.82,0,2,8,18,7,8.0,2.0,4,4.0,-175.0,-6.0,98
1,540,1090,2020-06-26,27219.58,1,26,6,21,4,,,4,,,,220
1,891,580,2019-04-05,128008.88,0,5,4,20,3,4.0,5.0,4,5.0,29.0,1.0,156
1,908,4068,2019-12-23,14197.02,0,23,12,7,12,19.0,12.0,0,3.0,-4.0,0.0,234
1,924,2170,2019-02-28,17373.05,0,28,2,12,2,28.0,2.0,3,3.0,0.0,0.0,98
1,594,3684,2019-03-21,9091.62,0,21,3,6,3,25.0,3.0,3,0.0,4.0,0.0,98
1,1095,2121,2019-12-26,7656.0,0,26,12,20,11,20.0,12.0,3,4.0,-6.0,0.0,212
1,485,987,2020-05-09,1236.6,1,9,5,23,4,,,5,,,,244
1,908,4070,2019-12-23,7556.71,0,23,12,7,12,18.0,12.0,0,2.0,-5.0,0.0,234
0,1096,2121,2020-05-04,19345.68,1,4,5,28,3,,,0,,,,212
1,773,4081,2019-09-21,120418.5,0,21,9,6,9,22.0,10.0,5,1.0,31.0,1.0,98
1,965,3235,2019-08-21,51339.34,0,21,8,5,8,20.0,8.0,2,1.0,-1.0,0.0,156
1,806,426,2019-02-04,962.22,0,4,2,19,1,2.0,4.0,0,1.0,57.0,2.0,98
1,1038,3744,2019-09-26,4714.04,0,26,9,11,9,30.0,9.0,3,0.0,4.0,0.0,98
1,908,4067,2020-03-28,103.47,1,28,3,13,3,,,5,,,,234
1,986,844,2019-12-21,34395.88,0,21,12,5,12,20.0,12.0,5,4.0,-1.0,0.0,110
1,863,3632,2019-07-18,3972.18,0,18,7,3,7,18.0,7.0,3,3.0,0.0,0.0,98
1,798,2606,2020-05-09,53161.76,1,9,5,23,4,,,5,,,,98
1,806,428,2020-04-04,556.13,1,4,4,28,3,,,5,,,,98
1,533,3641,2019-11-15,2350.6,0,15,11,23,10,15.0,11.0,4,4.0,0.0,0.0,98
1,908,4065,2019-08-08,29269.29,0,8,8,23,7,8.0,6.0,3,5.0,-61.0,-2.0,234
1,757,1129,2020-04-01,94251.65,1,1,4,12,3,,,2,,,,201
1,757,1123,2019-11-24,92375.28,0,24,11,23,10,11.0,12.0,6,2.0,17.0,1.0,832
1,986,842,2020-02-14,33627.85,0,14,2,30,1,13.0,2.0,4,3.0,-1.0,0.0,110
1,940,2007,2019-04-11,9201.3,0,11,4,26,3,4.0,11.0,3,0.0,207.0,7.0,98
1,908,4066,2020-04-16,9847.88,1,16,4,1,4,,,3,,,,234
1,908,4066,2019-10-02,71376.07,0,2,10,15,9,27.0,9.0,2,4.0,-5.0,-1.0,234
1,859,3333,2019-10-21,135561.66,0,21,10,5,10,21.0,10.0,0,0.0,0.0,0.0,98
1,908,4063,2020-05-26,16377.82,1,26,5,11,5,,,1,,,,234
1,908,4062,2020-01-29,52895.71,0,29,1,13,1,30.0,1.0,2,3.0,1.0,0.0,234
1,908,4067,2020-02-06,26085.67,0,6,2,22,1,2.0,3.0,3,0.0,25.0,1.0,234
1,1095,2112,2019-10-31,14832.8,0,31,10,25,9,11.0,1.0,3,4.0,-293.0,-9.0,212
1,132,1007,2019-05-27,5812.57,0,27,5,23,3,4.0,8.0,0,6.0,69.0,3.0,220
1,594,3688,2020-04-04,15536.49,1,4,4,19,3,,,5,,,,98
1,860,2187,2020-04-08,17108.22,1,8,4,24,3,,,2,,,,98
1,1038,3738,2019-04-14,28308.97,0,14,4,28,3,15.0,4.0,6,0.0,1.0,0.0,98
1,986,849,2020-02-29,8041.59,0,29,2,13,2,28.0,2.0,5,4.0,-1.0,0.0,110
1,908,4067,2020-03-28,42827.54,1,28,3,12,3,,,5,,,,234
1,806,432,2020-02-10,141.99,0,10,2,27,1,2.0,10.0,0,4.0,235.0,8.0,98
1,982,2177,2019-08-11,19976.97,0,11,8,25,7,8.0,12.0,6,6.0,119.0,4.0,98
1,908,4070,2020-03-26,6361.07,1,26,3,5,3,,,3,,,,234
1,914,247,2020-03-05,20669.64,0,5,3,19,2,3.0,6.0,3,2.0,90.0,3.0,355
1,986,846,2019-04-25,30220.01,0,25,4,8,4,23.0,4.0,3,1.0,-2.0,0.0,110
1,757,1122,2020-02-08,18889.84,0,8,2,24,1,2.0,10.0,5,4.0,237.0,8.0,98
1,757,1124,2019-03-08,10308.94,0,8,3,2,2,19.0,2.0,4,1.0,-17.0,-1.0,100
1,945,3672,2019-03-08,55009.22,0,8,3,20,2,3.0,11.0,4,6.0,240.0,8.0,98
1,647,2874,2019-04-01,53614.09,0,1,4,28,2,4.0,8.0,0,6.0,125.0,4.0,205
1,564,990,2019-12-24,734.16,0,24,12,3,12,16.0,12.0,1,0.0,-8.0,0.0,244
1,633,130,2020-05-09,11136.72,1,9,5,4,3,,,5,,,,220
1,986,846,2019-01-29,8041.59,0,29,1,11,1,28.0,1.0,1,0.0,-1.0,0.0,110
1,908,4072,2020-02-27,70299.93,0,27,2,10,2,24.0,2.0,3,0.0,-3.0,0.0,234
1,757,1125,2020-01-25,3401.62,0,25,1,10,1,27.0,1.0,5,0.0,2.0,0.0,98
1,983,3622,2020-05-09,151770.16,1,9,5,23,4,,,5,,,,98
1,811,2186,2019-10-03,82024.88,0,3,10,18,9,10.0,4.0,3,2.0,-176.0,-6.0,98
1,908,4069,2020-02-22,949.45,0,22,2,6,2,18.0,2.0,5,1.0,-4.0,0.0,234
1,908,4066,2020-03-17,816.49,1,17,3,29,2,,,1,,,,234
1,1098,2125,2019-05-06,2819.49,0,6,5,6,5,28.0,6.0,0,4.0,53.0,1.0,532
0,406,2578,2020-04-18,49245.7275,1,18,4,8,4,,,5,,,,310
1,852,3774,2020-05-03,858.62,1,3,5,16,4,,,6,,,,98
1,1051,3622,2020-05-06,91396.87,1,6,5,22,4,,,2,,,,98
1,908,4062,2019-08-17,458.79,0,17,8,1,8,21.0,8.0,5,2.0,4.0,0.0,234
5,1088,1723,2019-09-26,559.6,0,26,9,8,8,24.0,9.0,3,1.0,-2.0,0.0,440
0,405,2298,2019-12-21,10815.0,0,21,12,5,12,27.0,12.0,5,4.0,6.0,0.0,310
1,908,4062,2019-10-25,1769.96,0,25,10,5,10,21.0,10.0,4,0.0,-4.0,0.0,234
1,908,4071,2019-03-18,16392.2,0,18,3,2,3,13.0,3.0,0,2.0,-5.0,0.0,234
1,1069,3178,2019-04-18,221.51,0,18,4,3,4,23.0,4.0,3,1.0,5.0,0.0,98
1,543,1952,2019-07-11,3989.37,0,11,7,25,6,7.0,11.0,3,3.0,119.0,4.0,98
1,760,4140,2020-03-20,7446.53,1,20,3,4,3,,,4,,,,98
1,703,992,2019-04-11,7954.07,0,11,4,10,4,4.0,10.0,3,4.0,176.0,6.0,242
1,908,4072,2019-02-15,2701.21,0,15,2,29,1,2.0,11.0,4,5.0,260.0,9.0,234
1,91,3011,2020-03-07,201.25,0,7,3,26,2,26.0,2.0,5,2.0,-10.0,-1.0,810
1,884,1843,2020-04-28,168746.82,1,28,4,13,4,,,1,,,,98
1,936,2543,2019-04-05,76441.77,0,5,4,21,3,4.0,8.0,4,6.0,121.0,4.0,98
1,852,3782,2019-09-13,532.58,0,13,9,28,8,17.0,9.0,4,1.0,4.0,0.0,98
1,755,1385,2019-09-09,25828.39,0,9,9,23,8,9.0,9.0,0,0.0,0.0,0.0,98
1,764,3053,2020-04-09,188407.3,1,9,4,23,3,,,3,,,,98
1,852,3781,2019-05-13,1657.15,0,13,5,27,4,15.0,5.0,0,2.0,2.0,0.0,98
1,541,3153,2019-02-21,46607.63,0,21,2,7,1,20.0,2.0,3,2.0,-1.0,0.0,140
1,659,302,2019-12-04,6349.0,0,4,12,13,11,12.0,4.0,2,4.0,-236.0,-8.0,98
1,914,253,2019-04-09,2798.32,0,9,4,25,3,4.0,10.0,1,4.0,178.0,6.0,355
1,632,988,2019-04-23,8791.75,0,23,4,19,4,26.0,4.0,1,4.0,3.0,0.0,241
1,540,1088,2019-02-21,86888.14,0,21,2,5,2,21.0,2.0,3,3.0,0.0,0.0,98
1,1031,95,2019-03-14,52759.19,0,14,3,27,2,14.0,3.0,3,3.0,0.0,0.0,98
1,908,4063,2019-12-19,122.57,0,19,12,3,12,20.0,12.0,3,4.0,1.0,0.0,234
1,632,978,2019-04-26,7247.58,0,26,4,19,4,26.0,4.0,4,4.0,0.0,0.0,242
1,942,1541,2019-02-06,11280.56,0,6,2,17,1,2.0,6.0,2,6.0,116.0,4.0,201
1,936,2545,2019-08-14,45519.83,0,14,8,31,7,19.0,8.0,2,0.0,5.0,0.0,98
1,647,2873,2019-06-06,41468.13,0,6,6,6,5,18.0,7.0,3,3.0,42.0,1.0,205
1,806,435,2019-07-30,92.34,0,30,7,15,7,30.0,7.0,1,1.0,0.0,0.0,98
1,594,3692,2019-06-30,576.53,0,30,6,14,6,7.0,2.0,6,3.0,-143.0,-4.0,98
1,891,584,2019-01-22,10039.72,0,22,1,8,1,23.0,1.0,1,2.0,1.0,0.0,156
0,409,3485,2020-05-05,72641.145,1,5,5,16,4,,,1,,,,310
1,755,1384,2019-01-30,79847.59,0,30,1,14,1,30.0,1.0,2,2.0,0.0,0.0,98
0,430,2265,2020-02-24,9757.275000000001,0,24,2,11,2,26.0,2.0,0,2.0,2.0,0.0,310
1,543,1961,2019-04-27,8680.58,0,27,4,12,4,26.0,4.0,5,4.0,-1.0,0.0,98
1,485,984,2019-11-08,1382.02,0,8,11,22,10,11.0,1.0,4,4.0,-301.0,-10.0,244
1,965,3238,2019-12-31,19402.01,0,31,12,14,12,31.0,12.0,1,1.0,0.0,0.0,156
1,908,4071,2020-01-30,4151.87,0,30,1,10,1,27.0,1.0,3,0.0,-3.0,0.0,234
1,645,672,2019-10-22,59815.8,0,22,10,10,10,22.0,10.0,1,1.0,0.0,0.0,810
0,396,3501,2019-05-24,8059.23,0,24,5,9,5,29.0,5.0,4,2.0,5.0,0.0,310
1,753,4033,2020-03-18,35512.7,1,18,3,2,3,,,2,,,,98
1,899,3703,2019-10-02,4381.57,0,2,10,18,9,10.0,7.0,2,2.0,-84.0,-3.0,98
1,753,4030,2019-04-24,14740.61,0,24,4,8,4,22.0,4.0,2,0.0,-2.0,0.0,98
1,633,126,2019-10-24,527.27,0,24,10,4,10,24.0,10.0,3,3.0,0.0,0.0,98
1,908,4064,2019-07-04,35309.06,0,4,7,19,6,7.0,1.0,3,0.0,-178.0,-6.0,234
1,908,4067,2019-06-19,542.57,0,19,6,3,6,18.0,6.0,2,1.0,-1.0,0.0,234
1,942,1541,2019-10-01,22842.8,0,1,10,6,9,10.0,1.0,1,3.0,-264.0,-9.0,201
0,405,2297,2020-02-22,25316.370000000003,0,22,2,8,2,24.0,4.0,5,4.0,62.0,2.0,310
1,908,4069,2019-10-20,31656.25,0,20,10,5,10,16.0,10.0,6,2.0,-4.0,0.0,234
1,555,1136,2020-03-18,44934.64,1,18,3,27,2,,,2,,,,201
1,760,4136,2020-04-07,60969.23,1,7,4,22,3,,,1,,,,98
1,908,4069,2019-05-26,17099.78,0,26,5,11,5,21.0,5.0,6,1.0,-5.0,0.0,234
0,435,3688,2019-04-09,27775.125,0,9,4,21,3,16.0,4.0,1,1.0,7.0,0.0,310
1,573,3339,2020-03-13,45400.0,1,13,3,27,2,,,4,,,,98
1,885,3266,2020-04-23,3191.4,0,23,4,17,2,24.0,4.0,3,4.0,1.0,0.0,220
1,689,1924,2019-10-15,50222.5,0,15,10,30,9,16.0,10.0,1,2.0,1.0,0.0,98
1,891,582,2020-03-05,8536.14,0,5,3,18,2,3.0,5.0,3,6.0,59.0,2.0,156
1,11,1097,2019-05-28,6025.82,0,28,5,13,5,30.0,5.0,1,3.0,2.0,0.0,98
5,1089,1699,2019-05-19,17525.75,0,19,5,4,4,6.0,12.0,6,4.0,201.0,7.0,440
1,753,4035,2019-06-29,45894.56,0,29,6,13,6,7.0,1.0,5,0.0,-173.0,-5.0,98
1,955,1238,2019-10-12,15265.96,0,12,10,24,9,10.0,11.0,5,6.0,29.0,1.0,156
1,904,2394,2020-04-17,50402.29,1,17,4,30,3,,,4,,,,98
1,913,3286,2020-04-30,63905.94,1,30,4,14,4,,,3,,,,98
1,936,2541,2019-09-27,18573.83,0,27,9,11,9,27.0,9.0,4,4.0,0.0,0.0,98
1,891,576,2020-02-18,23219.66,0,18,2,2,2,19.0,2.0,1,2.0,1.0,0.0,156
1,852,3777,2019-07-15,11000.02,0,15,7,29,6,16.0,7.0,0,1.0,1.0,0.0,98
0,1096,2115,2019-03-07,46262.8125,0,7,3,30,1,3.0,1.0,3,3.0,-63.0,-2.0,212
1,908,4071,2019-09-13,52949.5,0,13,9,28,8,9.0,10.0,4,2.0,26.0,1.0,234
1,908,4064,2019-11-18,60281.13,0,18,11,2,11,13.0,11.0,0,2.0,-5.0,0.0,234
1,908,4067,2019-05-10,54084.64,0,10,5,25,4,5.0,7.0,4,4.0,56.0,2.0,234
1,751,3094,2019-11-29,50837.14,0,29,11,13,11,12.0,2.0,4,1.0,-290.0,-9.0,98
1,908,4070,2020-04-04,14314.47,1,4,4,19,3,,,5,,,,234
1,832,74,2019-10-18,19912.32,0,18,10,2,10,17.0,10.0,4,3.0,-1.0,0.0,98
1,806,430,2020-05-20,507.68,1,20,5,4,5,,,2,,,,98
1,908,4068,2019-09-04,42997.14,0,4,9,20,8,9.0,3.0,2,5.0,-179.0,-6.0,234
1,632,985,2019-11-08,1703.28,0,8,11,23,10,11.0,1.0,4,4.0,-301.0,-10.0,244
1,852,3783,2019-02-13,12005.29,0,13,2,28,1,19.0,2.0,2,1.0,6.0,0.0,98
1,945,3670,2020-03-26,1207.2,1,26,3,10,3,,,3,,,,98
1,908,4071,2020-05-21,35867.0,1,21,5,5,5,,,3,,,,234
1,908,4069,2020-05-25,39094.6,1,25,5,9,5,,,0,,,,234
1,531,2518,2019-12-05,25449.68,0,5,12,19,11,12.0,6.0,3,2.0,-176.0,-6.0,98
1,757,1130,2019-11-15,13327.19,0,15,11,14,10,11.0,4.0,4,3.0,-218.0,-7.0,832
1,908,4066,2019-02-25,22.0,0,25,2,9,2,20.0,2.0,0,2.0,-5.0,0.0,234
1,914,248,2019-05-26,411.4,0,26,5,11,5,26.0,8.0,6,0.0,92.0,3.0,355
1,908,4067,2019-02-06,6505.9,0,6,2,21,1,2.0,1.0,2,2.0,-35.0,-1.0,234
0,441,1549,2020-02-08,29425.77,0,8,2,24,1,3.0,10.0,5,5.0,238.0,8.0,310
0,469,4054,2020-04-15,31596.7425,1,15,4,4,4,,,2,,,,310
1,785,3749,2019-09-05,39630.4,0,5,9,21,8,9.0,6.0,3,6.0,-88.0,-3.0,98
0,441,1553,2019-05-06,44804.347499999996,0,6,5,25,4,5.0,6.0,0,2.0,30.0,1.0,310
1,908,4072,2020-04-12,59748.53,1,12,4,28,3,,,6,,,,234
1,908,4071,2019-08-12,7487.53,0,12,8,26,7,13.0,8.0,0,1.0,1.0,0.0,234
1,754,1968,2020-03-18,5182.85,1,18,3,3,3,,,2,,,,98
1,757,1128,2020-02-08,19322.82,0,8,2,9,1,22.0,1.0,5,2.0,-17.0,-1.0,832
0,409,3487,2019-07-27,44910.0675,0,27,7,11,7,8.0,1.0,5,1.0,-200.0,-6.0,310
1,936,2541,2019-10-04,160024.18,0,4,10,18,9,10.0,4.0,4,2.0,-177.0,-6.0,98
1,806,425,2019-03-09,414.69,0,9,3,21,2,3.0,11.0,5,6.0,239.0,8.0,98
1,885,3273,2019-08-27,46638.49,0,27,8,9,8,9.0,3.0,1,5.0,-171.0,-5.0,234
1,908,4066,2020-05-05,43739.62,1,5,5,18,4,,,1,,,,234
1,893,1667,2019-11-10,141079.01,0,10,11,24,10,11.0,8.0,6,6.0,-91.0,-3.0,98
1,564,991,2020-05-24,417.96,1,24,5,5,5,,,6,,,,244
1,936,2548,2019-11-22,131634.99,0,22,11,6,11,22.0,11.0,4,4.0,0.0,0.0,98
0,409,3482,2020-04-28,114498.795,1,28,4,17,4,,,1,,,,310
1,757,1121,2019-10-29,54686.24,0,29,10,25,9,10.0,10.0,1,3.0,-19.0,0.0,100
1,806,433,2019-02-02,15298.86,0,2,2,15,1,2.0,5.0,5,3.0,89.0,3.0,98
1,686,514,2020-04-18,190.44,1,18,4,6,4,,,5,,,,98
1,563,946,2019-04-24,39636.27,0,24,4,7,4,19.0,4.0,2,4.0,-5.0,0.0,98
1,983,3621,2020-03-13,9428.15,1,13,3,27,2,,,4,,,,98
1,564,993,2019-07-09,292.44,0,9,7,19,6,7.0,1.0,1,0.0,-183.0,-6.0,244
1,806,428,2019-05-25,16378.79,0,25,5,8,5,28.0,5.0,5,1.0,3.0,0.0,98
1,764,3051,2019-12-20,65675.42,0,20,12,6,12,20.0,12.0,4,4.0,0.0,0.0,98
1,782,3711,2019-09-03,41352.83,0,3,9,19,8,9.0,3.0,1,5.0,-178.0,-6.0,98
1,780,3704,2019-08-27,2897.1,0,27,8,11,8,26.0,8.0,1,0.0,-1.0,0.0,98
5,359,3860,2019-04-18,36281.03,0,18,4,15,3,24.0,4.0,3,2.0,6.0,0.0,430
1,986,842,2019-01-22,6428.99,0,22,1,6,1,23.0,1.0,1,2.0,1.0,0.0,110
1,632,985,2019-09-11,8820.52,0,11,9,10,9,9.0,10.0,2,2.0,28.0,1.0,242
1,885,3271,2020-04-20,9945.65,1,20,4,3,4,,,0,,,,234
1,994,2514,2019-12-27,89306.09,0,27,12,12,12,27.0,12.0,4,4.0,0.0,0.0,98
1,1095,2120,2019-08-15,12965.4,0,15,8,10,7,30.0,8.0,3,4.0,15.0,0.0,212
1,977,2531,2020-02-05,22146.36,0,5,2,21,1,2.0,5.0,2,5.0,87.0,3.0,98
1,914,253,2019-11-10,95933.92,0,10,11,26,10,11.0,12.0,6,2.0,31.0,1.0,355
1,851,3567,2019-02-09,60906.76,0,9,2,24,1,2.0,11.0,5,5.0,266.0,9.0,98
1,824,238,2019-06-26,93524.21,0,26,6,9,6,27.0,6.0,2,3.0,1.0,0.0,98
1,908,4071,2019-10-28,60096.96,0,28,10,14,10,31.0,10.0,0,3.0,3.0,0.0,234
1,1095,2111,2019-12-26,14750.4,0,26,12,21,11,20.0,12.0,3,4.0,-6.0,0.0,212
1,132,1017,2020-04-07,2478.95,1,7,4,21,3,,,1,,,,98
1,891,585,2020-04-08,177806.67,1,8,4,24,3,,,2,,,,156
1,916,3894,2019-09-07,95009.12,0,7,9,21,8,9.0,10.0,5,2.0,32.0,1.0,98
1,908,4065,2019-11-20,866.17,0,20,11,4,11,18.0,11.0,2,0.0,-2.0,0.0,234
1,806,429,2020-03-24,271.92,1,24,3,8,3,,,1,,,,98
1,600,994,2019-11-24,240.42,0,24,11,7,11,18.0,11.0,6,0.0,-6.0,0.0,244
1,994,2510,2019-01-23,32647.3,0,23,1,4,1,29.0,1.0,2,1.0,6.0,0.0,98
1,836,2790,2019-03-06,25186.66,0,6,3,19,2,3.0,7.0,2,2.0,119.0,4.0,98
1,852,3778,2019-06-09,16577.11,0,9,6,24,5,6.0,12.0,6,4.0,180.0,6.0,98
1,908,4071,2019-07-14,4341.39,0,14,7,27,6,7.0,10.0,6,0.0,85.0,3.0,234
1,908,4070,2019-10-28,5341.62,0,28,10,12,10,29.0,10.0,0,1.0,1.0,0.0,234
0,435,3683,2019-09-08,60317.2275,0,8,9,22,8,9.0,12.0,6,0.0,92.0,3.0,310
1,885,3269,2019-07-06,42632.07,0,6,7,21,6,7.0,9.0,5,5.0,63.0,2.0,234
1,764,3052,2019-02-23,142755.55,0,23,2,7,2,25.0,2.0,5,0.0,2.0,0.0,98
